Type,Date,Time,Action,Errors,Ruleset ID,Ruleset Name,Rule ID,Rule Name,Destination List IDs,Destination Lists,Signature List ID,IPS Signature,IPS Signature Severity,IPS Signature CVE,Identities,Identity Types,Policy or Ruleset Identity,Policy or Ruleset Identity Type,Forwarding Method,Internal IP,External IP,Source IP,Destination IP,Source Port,Destination Port,Destination,Hostname,Categories,Integrations,Blocked Categories,Application,Application Category,Query Type,Content Type,Protocol,Filename,File Action (Remote Browser Isolation),Total Size in Bytes,Request Size,Response Size,Packet Size,Referrer,User Agent,Status Code,Direction,Threats,Threat Types,SHA256 Hash,Cisco AMP Result,Cisco AMP Disposition,Cisco AMP Score,Antivirus Result,Potentially Unwanted Applications,Other Antivirus Threats,Detected Response File Type,Isolated State,Data Loss Prevention State,Tenant Controls,Request Method,Umbrella Egress IP Address,Umbrella Egress Data Center
dns,2023-05-13,17:44:15,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,myjio-rl-prod.jioconnect.com,,"Business Services (Legacy), Business and Industry",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:44:15,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:43:09,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,ssl.google-analytics.com,,"Software/Technology (Legacy), Application, Computers and Internet",,,Google Analytics,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:42:42,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,www.google-analytics.com,,"Software/Technology (Legacy), Application, Computers and Internet",,,Google Analytics,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:42:36,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,graph.facebook.com,,"Social Networking, Application",,,Facebook for Developers,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:41:40,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,proxyjs.hola.org,,"Proxy/Anonymizer (Legacy), Personal VPN, Application",,,Hola,Anonymizer,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:41:39,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,kv501.prod.do.dsp.mp.microsoft.com,,"Software/Technology (Legacy), Business Services (Legacy), Infrastructure and Content Delivery Networks, Software Updates, Application",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:41:37,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,perr.hola.org,,"Proxy/Anonymizer (Legacy), Personal VPN, Application",,,Hola,Anonymizer,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:41:37,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,ncc.avast.com,,"Software/Technology (Legacy), Business Services (Legacy), Computer Security, Infrastructure and Content Delivery Networks, Application",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:41:35,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,play.google.com,,"Ecommerce/Shopping (Legacy), Movies (Legacy), Software/Technology (Legacy), Application, Computers and Internet",,,Google Play Store,Software Repository,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:41:35,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,geo.prod.do.dsp.mp.microsoft.com,,"Software/Technology (Legacy), Business Services (Legacy), Software Updates, Business and Industry",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:41:34,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,www.msftconnecttest.com,,"Software/Technology (Legacy), Business Services (Legacy), Infrastructure and Content Delivery Networks, Business and Industry, Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:41:00,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,gcp.nos.avast.com,,"Software/Technology (Legacy), Business Services (Legacy), Computer Security",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:41:00,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,_nos._tcp.nos.avast.com,,"Software/Technology (Legacy), Business Services (Legacy), Computer Security",,,,,SRV,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:40:59,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,nuistatic.avcdn.net,,"Computer Security, Infrastructure and Content Delivery Networks, Application",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:40:53,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,rr1---sn-gwpa-h55y.googlevideo.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:40:35,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,api.dropboxapi.com,,"File Storage (Legacy), Application, Online Storage and Backup",,,Dropbox,Cloud Storage,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:40:35,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,client.hola.org,,"Proxy/Anonymizer (Legacy), Personal VPN, Application",,,Hola,Anonymizer,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:40:33,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,rr1---sn-gwpa-jv36.googlevideo.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:40:22,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,rr4---sn-gwpa-jv3e.googlevideo.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:40:14,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,www.googleadservices.com,,"Advertisements, Application",,,Google Secondary Services,Support,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:39:49,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,accounts-analyticsapp.paytm.com,,"Ecommerce/Shopping (Legacy), Software/Technology (Legacy), Shopping, Cloud and Data Centers",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:39:46,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,rr1---sn-gwpa-jjwe.googlevideo.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:39:25,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,graph.facebook.com,,"Social Networking, Application",,,Facebook for Developers,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:39:06,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,www.youtube.com,,"Search Engines (Legacy), Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:39:00,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,i.ytimg.com,,"Video Sharing (Legacy), Infrastructure and Content Delivery Networks, Application",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:38:58,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,redirector.googlevideo.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:38:57,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,youtubei.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:38:57,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,yt4.ggpht.com,,"Infrastructure and Content Delivery Networks, Application",,,Google Secondary Services,Support,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:38:56,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,s.youtube.com,,"Video Sharing (Legacy), Application, Streaming Video",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:38:56,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,yt3.ggpht.com,,"Infrastructure and Content Delivery Networks, Application",,,YouTube,Media,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:38:53,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,sig.paytm.com,,"Ecommerce/Shopping (Legacy), Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Shopping",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:38:30,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,sig.paytm.com,,"Ecommerce/Shopping (Legacy), Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Shopping",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:38:29,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:58,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,ws-7cc3e8d0-d35b-4685-b603-135df578e7de.sendbird.com,,"SaaS and B2B, Application",,,SendBird,Collaboration,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:58,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,api-7cc3e8d0-d35b-4685-b603-135df578e7de.sendbird.com,,"SaaS and B2B, Application",,,SendBird,Collaboration,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:58,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,edge-mqtt.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:58,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,launches.appsflyer.com,,"Software/Technology (Legacy), Business Services (Legacy), Application, Business and Industry",,,AppsFlyer,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:58,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,chat-e2ee-mini.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:58,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,cdn-settings.appsflyersdk.com,,"Infrastructure and Content Delivery Networks, Application",,,AppsFlyer,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:58,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,product.paytmbank.com,,"Financial Institutions (Legacy), Infrastructure and Content Delivery Networks, Application, Finance",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:58,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,api.paytmbank.com,,"Financial Institutions (Legacy), Infrastructure and Content Delivery Networks, Application, Finance",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:27,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,notifications-pa.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:27,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,androidpay-users-pa.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:21,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,myjio-rl-prod.jioconnect.com,,"Business Services (Legacy), Business and Industry",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:19,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:18,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,ajax.googleapis.com,,"Search Engines (Legacy), Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:18,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,www.google-analytics.com,,"Software/Technology (Legacy), Application, Computers and Internet",,,Google Analytics,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:17,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,www.googletagmanager.com,,"Software/Technology (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:17,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,dev-jiostatic.azurewebsites.net,,"Software/Technology (Legacy), Business Services (Legacy), Application, Computers and Internet, Cloud and Data Centers",,,Microsoft Azure,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:15,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,www.saavn.com,,"Radio (Legacy), Software/Technology (Legacy), Business Services (Legacy), Music (Legacy), Infrastructure and Content Delivery Networks, Business and Industry, Computers and Internet, Streaming Audio",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:08,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,ssl.google-analytics.com,,"Software/Technology (Legacy), Application, Computers and Internet",,,Google Analytics,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:37:01,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:36:58,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,jep-asset.akamaized.net,,"Business Services (Legacy), Infrastructure and Content Delivery Networks, Application",,,Akamai Intelligent Edge Platform,Content Delivery Network,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:36:56,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,api.jio.com,,"Software/Technology (Legacy), Business Services (Legacy), Computers and Internet",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:36:56,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,jioads.akamaized.net,,"Business Services (Legacy), Infrastructure and Content Delivery Networks, Application",,,Akamai Intelligent Edge Platform,Content Delivery Network,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:36:55,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mercury.akamaized.net,,"Business Services (Legacy), Infrastructure and Content Delivery Networks, Application",,,Akamai Intelligent Edge Platform,Content Delivery Network,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:36:55,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,rtss-prod.jioconnect.com,,"Business Services (Legacy), Business and Industry",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:36:53,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,graph.facebook.com,,"Social Networking, Application",,,Facebook for Developers,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:36:42,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,gos-api.gos-gsp.io,,Infrastructure and Content Delivery Networks,,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:36:41,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,api.samsungcloud.com,,"File Storage (Legacy), Application, Online Storage and Backup",,,Samsung Cloud,Backup & Recovery,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:36:40,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,sig.paytm.com,,"Ecommerce/Shopping (Legacy), Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Shopping",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:36:20,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,mqtt-mini.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:36:14,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,in1.wzrkt.com,,"Business Services (Legacy), Application, Business and Industry",,,CleverTap,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:36:11,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,storefront.paytm.com,,"Ecommerce/Shopping (Legacy), Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Shopping",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:36:11,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,digitalcatalog.paytm.com,,"Ecommerce/Shopping (Legacy), Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Shopping",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:36:11,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,digitalproxy.paytm.com,,"Ecommerce/Shopping (Legacy), Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Shopping",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:36:10,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,sig.paytm.com,,"Ecommerce/Shopping (Legacy), Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Shopping",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:53,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,firebase-settings.crashlytics.com,,"Software/Technology (Legacy), Business Services (Legacy), Application, Business and Industry",,,Do Not Decrypt Application,Sample Application Group,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:49,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,storefront.paytm.com,,"Ecommerce/Shopping (Legacy), Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Shopping",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:48,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,digitalcatalog.paytm.com,,"Ecommerce/Shopping (Legacy), Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Shopping",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:48,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,sig.paytm.com,,"Ecommerce/Shopping (Legacy), Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Shopping",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:48,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,digitalproxy.paytm.com,,"Ecommerce/Shopping (Legacy), Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Shopping",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:41,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,time.apple.com,,"Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Computers and Internet",,,Do Not Decrypt Application,Sample Application Group,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:40,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,app-measurement.com,,"Science and Technology, Application",,,Firebase,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:37,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,impression.link,,"Infrastructure and Content Delivery Networks, Application",,,Branch Metrics,Marketing & Sales,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:33,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,impression.appsflyer.com,,"Software/Technology (Legacy), Business Services (Legacy), Application, Business and Industry",,,AppsFlyer,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:33,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,assetscdn1.paytm.com,,"Ecommerce/Shopping (Legacy), Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Shopping",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:32,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,storefront.paytm.com,,"Ecommerce/Shopping (Legacy), Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Shopping",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:32,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,android.apis.google.com,,"Search Engines (Legacy), Infrastructure and Content Delivery Networks, Application, Search Engines and Portals",,,Google APIs,Application Development and Testing,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,miniapps.paytm.com,,"Ecommerce/Shopping (Legacy), Software/Technology (Legacy), Infrastructure and Content Delivery Networks, Application, Shopping",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,chat-e2ee-mini.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,api-7cc3e8d0-d35b-4685-b603-135df578e7de.sendbird.com,,"SaaS and B2B, Application",,,SendBird,Collaboration,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,securegw-online.paytm.in,,"Financial Institutions (Legacy), Infrastructure and Content Delivery Networks, Application, Finance",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,gateway.facebook.com,,"Social Networking, Application",,,Facebook,Social Networking,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,cdn-settings.appsflyersdk.com,,"Infrastructure and Content Delivery Networks, Application",,,AppsFlyer,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,launches.appsflyer.com,,"Software/Technology (Legacy), Business Services (Legacy), Application, Business and Industry",,,AppsFlyer,Business Intelligence,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
dns,2023-05-13,17:35:31,Allowed,,,,,,,,,,,,,Networks,,Networks,,152.58.201.208,152.58.201.208,,,,,kyc.paytmbank.com,,"Financial Institutions (Legacy), Infrastructure and Content Delivery Networks, Application, Finance",,,,,A,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
